entry_date,exit_date,entry_price,exit_price,position,position_size,pnl,pnl_pct,pnl_dollar,exit_reason,hold_days
1990-10-18,1990-10-23,0.5185909271240234,0.5548922920227051,long,4820,0.06999999999999998,6.999999999999998,174.97257881164546,take_profit,5
1990-11-12,1990-11-30,0.5843431949615479,0.6252472186088562,long,4353,0.07000000000000006,7.000000000000006,178.0552149367334,take_profit,18
1991-01-10,1991-01-17,0.6638820767402649,0.7103538221120834,long,3898,0.06999999999999998,6.999999999999998,181.14686345934862,take_profit,7
1991-01-18,1991-01-28,0.7232705950737,0.773899536728859,long,3641,0.0700000000000001,7.000000000000011,184.3399765664342,take_profit,10
1991-01-30,1991-02-06,0.8165962100028992,0.8737579447031022,long,3281,0.0700000000000001,7.000000000000011,187.54765155136613,take_profit,7
1991-04-15,1991-04-18,0.9650673270225525,0.9264646339416504,long,2825,-0.04000000000000004,-4.000000000000004,-109.05260795354855,stop_loss,3
1991-05-22,1991-06-05,0.9056792855262756,0.969076835513115,long,2980,0.07000000000000003,7.0000000000000036,188.9246989607812,take_profit,14
1991-07-30,1991-08-08,0.925828754901886,0.9906367677450181,long,2966,0.07000000000000008,7.000000000000008,192.22056609272977,take_profit,9
1991-09-11,1991-09-24,1.0435452461242676,1.1165934133529665,long,2677,0.07000000000000016,7.000000000000016,195.54994367122694,take_profit,13
1991-10-14,1991-10-17,1.173988938331604,1.1270293807983398,long,2422,-0.04000000000000003,-4.000000000000003,-113.73604834556588,stop_loss,3
1991-10-30,1991-11-13,1.2026227712631226,1.2868063652515411,long,2340,0.06999999999999999,6.999999999999999,196.98960993289944,take_profit,14
1991-11-18,1991-11-26,1.2376198768615723,1.1881150817871093,long,2314,-0.04000000000000003,-4.000000000000003,-114.55409580230722,stop_loss,8
1991-12-02,1991-12-27,1.2885243892669678,1.3787210965156556,long,2200,0.07000000000000003,7.0000000000000036,198.43275594711312,take_profit,25
1992-01-07,1992-01-09,1.5271399021148682,1.634039695262909,long,1889,0.07000000000000008,7.000000000000008,201.93370925664922,take_profit,2
1992-02-03,1992-02-12,1.5907707214355469,1.527139892578125,long,1845,-0.04000000000000001,-4.000000000000001,-117.39887924194338,stop_loss,9
1992-02-26,1992-03-06,1.552592396736145,1.4904887008666992,long,1871,-0.04000000000000004,-4.000000000000004,-116.1960149717332,stop_loss,9
1992-03-17,1992-03-27,1.6289492845535278,1.5637913131713868,long,1766,-0.03999999999999998,-3.9999999999999982,-115.06897746086115,stop_loss,10
1992-05-28,1992-06-09,1.514413833618164,1.4538372802734374,long,1880,-0.04000000000000007,-4.000000000000007,-113.88392028808613,stop_loss,12
1992-09-09,1992-10-07,1.491347312927246,1.5957416248321534,long,1890,0.07000000000000008,7.000000000000008,197.30524950027487,take_profit,28
1992-10-19,1992-11-11,1.6774685382843018,1.794891335964203,long,1710,0.07000000000000002,7.000000000000002,200.79298403263098,take_profit,23
1993-01-06,1993-01-28,1.6989433765411377,1.630985641479492,long,1718,-0.04000000000000005,-4.000000000000005,-116.75138883590714,stop_loss,22
1993-02-02,1993-02-04,1.6989433765411377,1.630985641479492,long,1701,-0.04000000000000005,-4.000000000000005,-115.59610733985916,stop_loss,2
1993-03-24,1993-03-31,1.6464475393295288,1.761698867082596,long,1737,0.07000000000000006,7.000000000000006,200.1915563070776,take_profit,7
1993-05-18,1993-05-20,1.6893980503082275,1.8076559138298036,long,1723,0.07000000000000009,7.000000000000009,203.75829884767558,take_profit,2
1993-05-26,1993-06-08,1.8182514905929565,1.7455214309692382,long,1629,-0.040000000000000056,-4.000000000000005,-118.47726712703722,stop_loss,13
1994-01-06,1994-02-04,1.6154276132583618,1.5510022640228271,long,1815,-0.03988129750090564,-3.988129750090564,-116.93200886249542,below_sma200,29
1994-03-14,1994-04-07,1.601110816001892,1.7131885731220247,long,1813,0.07000000000000008,7.000000000000008,203.19697365880035,take_profit,24
1994-04-21,1994-05-19,1.7466661930084229,1.8689328265190126,long,1691,0.07000000000000009,7.000000000000009,206.75287726640727,take_profit,28
1994-06-06,1994-06-08,2.0807273387908936,1.9974982452392578,long,1444,-0.040000000000000015,-4.000000000000002,-120.18281108856205,stop_loss,2
1994-08-01,1994-08-26,2.0377774238586426,2.1804218435287477,long,1460,0.07000000000000006,7.000000000000006,208.26085271835345,take_profit,25
1994-09-27,1994-10-05,2.157086133956909,2.070802688598633,long,1403,-0.04,-4.0,-121.05567383766174,stop_loss,8
1994-10-18,1994-10-26,2.161858320236206,2.3131884026527407,long,1386,0.07000000000000012,7.0000000000000115,209.74349422931706,take_profit,8
1994-12-09,1994-12-20,2.4100189208984375,2.3136181640625,long,1265,-0.04000000000000001,-4.000000000000001,-121.94695739746096,stop_loss,11
1995-03-08,1995-03-24,2.6152267456054688,2.7982926177978515,long,1154,0.06999999999999999,6.999999999999999,211.25801651000975,take_profit,16
