entry_date,exit_date,entry_price,exit_price,position,position_size,pnl,pnl_pct,pnl_dollar,exit_reason,hold_days
2003-01-02,2003-01-17,16.4075927734375,15.717325210571289,long,121,-0.042070008221053334,-4.207000822105334,-83.52237510681152,below_sma200,15
2003-03-17,2003-03-24,15.89043140411377,15.498222351074219,long,124,-0.024682089684362776,-2.4682089684362776,-48.6339225769043,below_sma200,7
2003-05-09,2003-05-19,16.15393829345703,15.173432350158691,long,122,-0.06069764075398769,-6.069764075398769,-119.62172508239746,below_sma200,10
2003-07-02,2003-07-17,16.47260284423828,16.356172561645508,long,118,-0.007068116902575475,-0.7068116902575474,-13.738773345947266,time_limit,15
2003-08-19,2003-09-03,16.313278198242188,17.34280776977539,long,119,0.06310991322664616,6.310991322664616,122.51401901245117,time_limit,15
2003-09-03,2003-09-18,17.34280776977539,18.07819938659668,long,113,0.042403261719991564,4.240326171999157,83.09925270080566,time_limit,15
2003-09-18,2003-09-30,18.07819938659668,17.174289417266845,long,109,-0.05000000000000004,-5.0000000000000036,-98.52618665695198,stop_loss,12
2003-12-04,2003-12-05,16.145954132080078,16.010391235351562,long,121,-0.008396090786556143,-0.8396090786556143,-16.40311050415039,below_sma200,1
2004-01-05,2004-01-20,17.34149742126465,17.31685447692871,long,113,-0.0014210390104905015,-0.14210390104905016,-2.7846527099609375,time_limit,15
2004-01-21,2004-02-05,17.440105438232422,16.5681001663208,long,112,-0.05000000000000004,-5.0000000000000036,-97.66459045410164,stop_loss,15
2004-02-24,2004-02-25,16.565019607543945,16.454099655151367,long,117,-0.006696035079974406,-0.6696035079974406,-12.97763442993164,below_sma200,1
2004-06-14,2004-06-29,16.57734489440918,17.5633544921875,long,117,0.05947934389124392,5.947934389124392,115.36312294006348,time_limit,15
2004-09-10,2004-09-27,16.990909576416016,16.80548858642578,long,115,-0.01091295255008627,-1.091295255008627,-21.323413848876953,time_limit,17
2004-10-01,2004-10-18,17.460647583007812,17.55953598022461,long,112,0.005663501124267129,0.566350112426713,11.07550048828125,time_limit,17
2004-11-04,2004-11-19,17.924205780029297,18.503068923950195,long,109,0.03229505122987671,3.2295051229876712,63.09608268737793,time_limit,15
2004-12-01,2004-12-16,18.771739959716797,18.709728240966797,long,105,-0.0033034614203624173,-0.33034614203624174,-6.51123046875,time_limit,15
2005-02-24,2005-02-25,17.53057098388672,17.44765853881836,long,112,-0.004729591816750784,-0.47295918167507844,-9.28619384765625,below_sma200,1
2005-08-02,2005-08-17,18.584375381469727,18.736841201782227,long,106,0.008203978728524929,0.8203978728524929,16.161376953125,time_limit,15
2005-09-29,2005-10-03,18.034637451171875,17.728727340698242,long,109,-0.01696236540944465,-1.6962365409444649,-33.34420204162598,below_sma200,4
2005-10-28,2005-11-14,17.74958610534668,19.028831481933594,long,110,0.07207184263308365,7.207184263308365,140.71699142456055,time_limit,17
2006-01-10,2006-01-25,18.826618194580078,18.40825653076172,long,106,-0.02222181697713506,-2.222181697713506,-44.346336364746094,time_limit,15
2006-03-20,2006-04-04,19.513107299804688,19.33819580078125,long,101,-0.008963795275455091,-0.8963795275455091,-17.666061401367188,time_limit,15
2006-08-18,2006-09-05,18.180908203125,18.054019927978516,long,109,-0.00697920443405981,-0.697920443405981,-13.830821990966797,time_limit,18
2006-09-11,2006-09-26,18.265506744384766,19.174903869628906,long,108,0.04978767564298264,4.9787675642982645,98.21488952636719,time_limit,15
2006-09-27,2006-10-12,19.344097137451172,19.893962860107422,long,103,0.02842550462547469,2.842550462547469,56.63616943359375,time_limit,15
2006-10-12,2006-10-27,19.893962860107422,19.978567123413086,long,101,0.00425276069431685,0.425276069431685,8.54503059387207,time_limit,15
2006-12-08,2006-12-26,20.796680450439453,21.214021682739258,long,96,0.02006768499878479,2.006768499878479,40.06475830078125,time_limit,18
2007-01-11,2007-01-26,21.71625518798828,21.645517349243164,long,93,-0.00325736818492738,-0.325736818492738,-6.578619003295898,time_limit,15
2007-03-14,2007-03-29,19.449140548706055,19.697574615478516,long,103,0.012773524164233014,1.2773524164233014,25.588708877563477,time_limit,15
2007-05-01,2007-05-16,21.578603744506836,22.125627517700195,long,93,0.025350285851215588,2.535028585121559,50.87321090698242,time_limit,15
2007-06-08,2007-06-25,21.399269104003906,21.000478744506836,long,95,-0.018635700011943618,-1.8635700011943617,-37.88508415222168,time_limit,17
2007-07-17,2007-07-30,21.919116973876953,20.823161125183105,long,92,-0.05,-5.0,-100.82793807983398,stop_loss,13
2007-09-25,2007-10-10,21.12410545349121,21.602901458740234,long,95,0.022665859451572287,2.2665859451572286,45.48562049865723,time_limit,15
2007-10-24,2007-11-08,22.331817626953125,24.82582664489746,long,90,0.1116796249909466,11.16796249909466,224.46081161499023,time_limit,15
2007-12-13,2007-12-28,25.252073287963867,25.897340774536133,long,81,0.025553049811550543,2.5553049811550546,52.266666412353516,time_limit,15
2008-01-09,2008-01-16,24.69281768798828,23.458176803588866,long,83,-0.05000000000000003,-5.000000000000003,-102.47519340515143,stop_loss,7
2008-01-24,2008-02-01,23.839603424072266,21.83206558227539,long,86,-0.08421020291678781,-8.421020291678781,-172.64825439453125,below_sma200,8
